"timestamp [UTC]",message
"3/18/2021, 12:50:47.257 AM","[270464972:13] RECV: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:486:1:**-test-out-**', handle=0, role=RECEIVER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:486:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=null, maxMessageSize=1048576, offeredCapabilities=[DELAYED_DELIVERY], desiredCapabilities=null, properties=null}"
"3/18/2021, 12:50:47.258 AM","[270464972:9] SENT: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 12:50:47.258 AM","[270464972:13] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=0, deliveryCount=0, linkCredit=1000, available=0, drain=false, echo=false, properties=null}"
"3/18/2021, 12:50:47.259 AM","[270464972:9] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 12:50:47.261 AM","[270464972:9] SENT: End{error=null}"
"3/18/2021, 12:50:47.262 AM","[270464972:9] RECV: End{error=null}"
"3/18/2021, 12:51:13.512 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:51:39.765 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:52:06.109 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:52:32.361 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:52:57.464 AM","[270464972:0] SENT: Empty Frame"
"3/18/2021, 12:52:58.626 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:53:24.891 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:53:29.693 AM","[270464972:0] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=null, deliveryCount=null, linkCredit=null, available=null, drain=false, echo=true, properties=null}"
"3/18/2021, 12:53:55.950 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:54:22.207 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:54:48.528 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:54:57.465 AM","[270464972:0] SENT: Empty Frame"
"3/18/2021, 12:55:14.791 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:55:37.236 AM","[270464972:9] SENT: Begin{remoteChannel=null, nextOutgoingId=1, incomingWindow=2047, outgoingWindow=2147483647, handleMax=65535, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 12:55:37.238 AM","[270464972:9] RECV: Begin{remoteChannel=9, nextOutgoingId=1, incomingWindow=5000, outgoingWindow=2047, handleMax=255, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 12:55:37.238 AM","[270464972:9] SENT: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:487:1:**-test-out-**', handle=0, role=SENDER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:487:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=0, maxMessageSize=null, offeredCapabilities=null, desiredCapabilities=[DELAYED_DELIVERY], properties=null}"
"3/18/2021, 12:55:37.259 AM","[270464972:9] RECV: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:487:1:**-test-out-**', handle=0, role=RECEIVER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:487:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=null, maxMessageSize=1048576, offeredCapabilities=[DELAYED_DELIVERY], desiredCapabilities=null, properties=null}"
"3/18/2021, 12:55:37.260 AM","[270464972:13] SENT: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 12:55:37.260 AM","[270464972:9] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=0, deliveryCount=0, linkCredit=1000, available=0, drain=false, echo=false, properties=null}"
"3/18/2021, 12:55:37.262 AM","[270464972:13] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 12:55:37.263 AM","[270464972:13] SENT: End{error=null}"
"3/18/2021, 12:55:37.266 AM","[270464972:13] RECV: End{error=null}"
"3/18/2021, 12:56:03.549 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:56:29.608 AM","[270464972:0] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=null, deliveryCount=null, linkCredit=null, available=null, drain=false, echo=true, properties=null}"
"3/18/2021, 12:56:55.868 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:57:22.126 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:57:48.441 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:57:57.465 AM","[270464972:0] SENT: Empty Frame"
"3/18/2021, 12:58:14.763 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:58:41.023 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:59:07.364 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:59:29.531 AM","[270464972:0] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=null, deliveryCount=null, linkCredit=null, available=null, drain=false, echo=true, properties=null}"
"3/18/2021, 12:59:55.817 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 12:59:57.466 AM","[270464972:0] SENT: Empty Frame"
"3/18/2021, 1:00:22.127 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:00:27.236 AM","[270464972:13] SENT: Begin{remoteChannel=null, nextOutgoingId=1, incomingWindow=2047, outgoingWindow=2147483647, handleMax=65535, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 1:00:27.238 AM","[270464972:13] SENT: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:488:1:**-test-out-**', handle=0, role=SENDER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:488:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=0, maxMessageSize=null, offeredCapabilities=null, desiredCapabilities=[DELAYED_DELIVERY], properties=null}"
"3/18/2021, 1:00:27.238 AM","[270464972:13] RECV: Begin{remoteChannel=13, nextOutgoingId=1, incomingWindow=5000, outgoingWindow=2047, handleMax=255, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 1:00:27.257 AM","[270464972:9] SENT: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:00:27.257 AM","[270464972:13] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=0, deliveryCount=0, linkCredit=1000, available=0, drain=false, echo=false, properties=null}"
"3/18/2021, 1:00:27.257 AM","[270464972:13] RECV: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:488:1:**-test-out-**', handle=0, role=RECEIVER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:488:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=null, maxMessageSize=1048576, offeredCapabilities=[DELAYED_DELIVERY], desiredCapabilities=null, properties=null}"
"3/18/2021, 1:00:27.258 AM","[270464972:9] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:00:27.259 AM","[270464972:9] SENT: End{error=null}"
"3/18/2021, 1:00:27.260 AM","[270464972:9] RECV: End{error=null}"
"3/18/2021, 1:00:53.585 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:01:19.881 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:01:46.139 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:02:12.402 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:02:29.494 AM","[270464972:0] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=null, deliveryCount=null, linkCredit=null, available=null, drain=false, echo=true, properties=null}"
"3/18/2021, 1:02:55.752 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:02:57.467 AM","[270464972:0] SENT: Empty Frame"
"3/18/2021, 1:03:22.008 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:03:48.310 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:04:14.567 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:04:40.894 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:04:57.468 AM","[270464972:0] SENT: Empty Frame"
"3/18/2021, 1:05:07.146 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:05:17.237 AM","[270464972:9] SENT: Begin{remoteChannel=null, nextOutgoingId=1, incomingWindow=2047, outgoingWindow=2147483647, handleMax=65535, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 1:05:17.238 AM","[270464972:9] RECV: Begin{remoteChannel=9, nextOutgoingId=1, incomingWindow=5000, outgoingWindow=2047, handleMax=255, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 1:05:17.239 AM","[270464972:9] SENT: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:489:1:**-test-out-**', handle=0, role=SENDER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:489:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=0, maxMessageSize=null, offeredCapabilities=null, desiredCapabilities=[DELAYED_DELIVERY], properties=null}"
"3/18/2021, 1:05:17.260 AM","[270464972:13] SENT: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:05:17.260 AM","[270464972:9] RECV: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:489:1:**-test-out-**', handle=0, role=RECEIVER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:489:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=null, maxMessageSize=1048576, offeredCapabilities=[DELAYED_DELIVERY], desiredCapabilities=null, properties=null}"
"3/18/2021, 1:05:17.260 AM","[270464972:9] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=0, deliveryCount=0, linkCredit=1000, available=0, drain=false, echo=false, properties=null}"
"3/18/2021, 1:05:17.261 AM","[270464972:13] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:05:17.262 AM","[270464972:13] SENT: End{error=null}"
"3/18/2021, 1:05:17.264 AM","[270464972:13] RECV: End{error=null}"
"3/18/2021, 1:05:29.482 AM","[270464972:0] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=null, deliveryCount=null, linkCredit=null, available=null, drain=false, echo=true, properties=null}"
"3/18/2021, 1:05:55.741 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:06:22.075 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:06:48.364 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:07:14.620 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:07:40.885 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:07:57.468 AM","[270464972:0] SENT: Empty Frame"
"3/18/2021, 1:08:07.177 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:08:29.493 AM","[270464972:0] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=null, deliveryCount=null, linkCredit=null, available=null, drain=false, echo=true, properties=null}"
"3/18/2021, 1:08:55.815 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:09:22.080 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:09:48.417 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:09:57.469 AM","[270464972:0] SENT: Empty Frame"
"3/18/2021, 1:10:07.237 AM","[270464972:13] SENT: Begin{remoteChannel=null, nextOutgoingId=1, incomingWindow=2047, outgoingWindow=2147483647, handleMax=65535, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 1:10:07.238 AM","[270464972:13] RECV: Begin{remoteChannel=13, nextOutgoingId=1, incomingWindow=5000, outgoingWindow=2047, handleMax=255, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 1:10:07.238 AM","[270464972:13] SENT: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:490:1:**-test-out-**', handle=0, role=SENDER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:490:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=0, maxMessageSize=null, offeredCapabilities=null, desiredCapabilities=[DELAYED_DELIVERY], properties=null}"
"3/18/2021, 1:10:07.259 AM","[270464972:13] RECV: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:490:1:**-test-out-**', handle=0, role=RECEIVER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:490:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=null, maxMessageSize=1048576, offeredCapabilities=[DELAYED_DELIVERY], desiredCapabilities=null, properties=null}"
"3/18/2021, 1:10:07.259 AM","[270464972:13] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=0, deliveryCount=0, linkCredit=1000, available=0, drain=false, echo=false, properties=null}"
"3/18/2021, 1:10:07.260 AM","[270464972:9] SENT: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:10:07.261 AM","[270464972:9] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:10:07.262 AM","[270464972:9] SENT: End{error=null}"
"3/18/2021, 1:10:07.263 AM","[270464972:9] RECV: End{error=null}"
"3/18/2021, 1:10:33.554 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:10:59.807 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:11:26.066 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:11:29.442 AM","[270464972:0] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=null, deliveryCount=null, linkCredit=null, available=null, drain=false, echo=true, properties=null}"
"3/18/2021, 1:11:55.701 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:12:21.964 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:12:48.276 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:12:57.469 AM","[270464972:0] SENT: Empty Frame"
"3/18/2021, 1:13:14.561 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:13:40.824 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:14:07.126 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:14:29.376 AM","[270464972:0] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=null, deliveryCount=null, linkCredit=null, available=null, drain=false, echo=true, properties=null}"
"3/18/2021, 1:14:55.717 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:14:57.237 AM","[270464972:9] SENT: Begin{remoteChannel=null, nextOutgoingId=1, incomingWindow=2047, outgoingWindow=2147483647, handleMax=65535, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 1:14:57.238 AM","[270464972:9] RECV: Begin{remoteChannel=9, nextOutgoingId=1, incomingWindow=5000, outgoingWindow=2047, handleMax=255, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 1:14:57.239 AM","[270464972:9] SENT: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:491:1:**-test-out-**', handle=0, role=SENDER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:491:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=0, maxMessageSize=null, offeredCapabilities=null, desiredCapabilities=[DELAYED_DELIVERY], properties=null}"
"3/18/2021, 1:14:57.258 AM","[270464972:9] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=0, deliveryCount=0, linkCredit=1000, available=0, drain=false, echo=false, properties=null}"
"3/18/2021, 1:14:57.258 AM","[270464972:9] RECV: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:491:1:**-test-out-**', handle=0, role=RECEIVER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:491:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=null, maxMessageSize=1048576, offeredCapabilities=[DELAYED_DELIVERY], desiredCapabilities=null, properties=null}"
"3/18/2021, 1:14:57.259 AM","[270464972:13] SENT: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:14:57.259 AM","[270464972:13] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:14:57.260 AM","[270464972:13] SENT: End{error=null}"
"3/18/2021, 1:14:57.261 AM","[270464972:13] RECV: End{error=null}"
"3/18/2021, 1:15:23.515 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:15:49.769 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:16:16.104 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:16:42.365 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:16:57.470 AM","[270464972:0] SENT: Empty Frame"
"3/18/2021, 1:17:08.645 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:17:29.293 AM","[270464972:0] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=null, deliveryCount=null, linkCredit=null, available=null, drain=false, echo=true, properties=null}"
"3/18/2021, 1:17:55.627 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:18:21.954 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:18:48.292 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:18:57.471 AM","[270464972:0] SENT: Empty Frame"
"3/18/2021, 1:19:14.638 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:19:40.895 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:19:47.237 AM","[270464972:13] SENT: Begin{remoteChannel=null, nextOutgoingId=1, incomingWindow=2047, outgoingWindow=2147483647, handleMax=65535, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 1:19:47.238 AM","[270464972:13] RECV: Begin{remoteChannel=13, nextOutgoingId=1, incomingWindow=5000, outgoingWindow=2047, handleMax=255, offeredCapabilities=null, desiredCapabilities=null, properties=null}"
"3/18/2021, 1:19:47.239 AM","[270464972:13] SENT: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:492:1:**-test-out-**', handle=0, role=SENDER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:492:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=0, maxMessageSize=null, offeredCapabilities=null, desiredCapabilities=[DELAYED_DELIVERY], properties=null}"
"3/18/2021, 1:19:47.259 AM","[270464972:13] RECV: Attach{name='qpid-jms:sender:ID:7390b087-f107-4523-8534-4deb811c35ed:35:492:1:**-test-out-**', handle=0, role=RECEIVER, sndSettleMode=UNSETTLED, rcvSettleMode=FIRST, source=Source{address='ID:7390b087-f107-4523-8534-4deb811c35ed:35:492:1', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, distributionMode=null, filter=null, defaultOutcome=null, outcomes=[amqp:accepted:list, amqp:rejected:list, amqp:released:list, amqp:modified:list], capabilities=null}, target=Target{address='**-test-out-**', durable=NONE, expiryPolicy=SESSION_END, timeout=0, dynamic=false, dynamicNodeProperties=null, capabilities=[topic]}, unsettled=null, incompleteUnsettled=false, initialDeliveryCount=null, maxMessageSize=1048576, offeredCapabilities=[DELAYED_DELIVERY], desiredCapabilities=null, properties=null}"
"3/18/2021, 1:19:47.260 AM","[270464972:9] SENT: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:19:47.260 AM","[270464972:13] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=0, deliveryCount=0, linkCredit=1000, available=0, drain=false, echo=false, properties=null}"
"3/18/2021, 1:19:47.261 AM","[270464972:9] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:19:47.262 AM","[270464972:9] SENT: End{error=null}"
"3/18/2021, 1:19:47.263 AM","[270464972:9] RECV: End{error=null}"
"3/18/2021, 1:20:13.520 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:20:29.219 AM","[270464972:0] RECV: Flow{nextIncomingId=1, incomingWindow=5000, nextOutgoingId=1, outgoingWindow=2047, handle=null, deliveryCount=null, linkCredit=null, available=null, drain=false, echo=true, properties=null}"
"3/18/2021, 1:20:55.498 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:21:21.841 AM","[270464972:0] RECV: Empty Frame"
"3/18/2021, 1:21:29.649 AM","[270464972:0] SENT: End{error=null}"
"3/18/2021, 1:21:29.649 AM","[270464972:0] RECV: End{error=null}"
"3/18/2021, 1:21:29.727 AM","[270464972:3] RECV: End{error=null}"
"3/18/2021, 1:21:29.727 AM","[270464972:2] RECV: End{error=null}"
"3/18/2021, 1:21:29.727 AM","[270464972:1] RECV: End{error=null}"
"3/18/2021, 1:21:29.727 AM","[270464972:1] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:21:29.727 AM","[270464972:3] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:21:29.727 AM","[270464972:2] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:21:29.728 AM","[270464972:4] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:21:29.728 AM","[270464972:8] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:21:29.728 AM","[270464972:5] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:21:29.728 AM","[270464972:7] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:21:29.728 AM","[270464972:6] RECV: Detach{handle=0, closed=true, error=null}"
"3/18/2021, 1:21:29.728 AM","[270464972:4] RECV: End{error=null}"
"3/18/2021, 1:21:29.728 AM","[270464972:5] RECV: End{error=null}"
